,dp_opt,wopt,evecs,evals,evec_sim,dU,dp_diag,tdr_overall,pca,active,pair,snr1,snr2,cat_cat,tar_tar,cat_tar,ref_tar,ref_ref,ref_cat,aref_tar,aref_cat,aref_ref,f1,f2,DI,site,area
0,0.6121868,"[[0.3036723 ]
 [0.00440057]]","[[ 0.98936084 -0.14548239]
 [ 0.14548239  0.98936084]]",[6.73249233 1.18854699],0.97634727,[[2.01235057 0.24806665]],0.5783802,False,True,True,REFERENCE_STIM_812,inf,inf,False,False,False,False,False,False,False,False,True,0,812,inf,CRD009b,A1
0,0.33378345,"[[-0.17263061]
 [-0.23509185]]","[[-0.11827105 -0.99298135]
 [-0.99298135  0.11827105]]",[4.62559245 1.73041067],0.52533597,[[-0.38564729 -1.13661499]],0.3323796,True,False,False,REFERENCE_STIM_812,inf,inf,False,False,False,False,False,False,False,False,True,0,812,inf,CRD009b,A1
0,1.0617777,"[[ 0.56018659]
 [-0.98832172]]","[[ 0.9539345  -0.30001495]
 [ 0.30001495  0.9539345 ]]",[7.25664899 0.52769645],0.99777365,[[ 1.82249138 -0.04132511]],0.54258794,False,False,False,REFERENCE_STIM_812,inf,inf,False,False,False,False,False,False,False,False,True,0,812,inf,CRD009b,A1
0,0.42322803,"[[ 0.24117807]
 [-0.03642074]]","[[ 0.99998867  0.00475978]
 [-0.00475978  0.99998867]]",[7.22335581 1.9880297 ],0.08221085,[[ 1.74299399 -0.07841968]],0.42321026,False,True,False,REFERENCE_STIM_812,inf,inf,False,False,False,False,False,False,False,False,True,0,812,inf,CRD009b,A1
0,1.2608973,"[[ 0.48807595]
 [-0.4660797 ]]","[[-0.07077819 -0.99749208]
 [-0.99749208  0.07077819]]",[4.89572045 1.3104887 ],0.75901383,[[ 0.53041006 -2.14988325]],1.2558458,True,False,True,REFERENCE_STIM_933,inf,inf,False,False,False,False,False,False,False,False,True,0,933,inf,CRD009b,A1
0,1.5828612,"[[ 0.50961206]
 [-0.59023772]]","[[ 0.98417335 -0.17720842]
 [ 0.17720842  0.98417335]]",[6.87540409 1.10873311],0.5628707,[[ 2.81788392 -0.24877031]],1.4223403,False,False,True,REFERENCE_STIM_933,inf,inf,False,False,False,False,False,False,False,False,True,0,933,inf,CRD009b,A1
0,1.3437097,"[[0.3505095 ]
 [0.43979729]]","[[ 0.99108686 -0.13321727]
 [ 0.13321727  0.99108686]]",[6.83393808 1.43516321],0.41668215,[[2.67526486 0.92316144]],1.3369559,False,True,True,REFERENCE_STIM_933,inf,inf,False,False,False,False,False,False,False,False,True,0,933,inf,CRD009b,A1
0,1.1799562,"[[ 0.16692819]
 [-0.51204691]]","[[-0.05202126 -0.99864598]
 [-0.99864598  0.05202126]]",[4.47032578 1.34852645],0.98574173,[[ 0.14347355 -2.25761818]],1.1750944,True,False,False,REFERENCE_STIM_933,inf,inf,False,False,False,False,False,False,False,False,True,0,933,inf,CRD009b,A1
0,1.440182,"[[ 0.50531527]
 [-0.4224686 ]]","[[ 0.97435043 -0.22503609]
 [ 0.22503609  0.97435043]]",[7.24786809 1.07330627],0.9948375,[[2.93248969 0.09858687]],1.1705464,False,False,False,REFERENCE_STIM_933,inf,inf,False,False,False,False,False,False,False,False,True,0,933,inf,CRD009b,A1
0,1.2320101,"[[0.39605987]
 [0.22674673]]","[[ 0.99996764 -0.00804539]
 [ 0.00804539  0.99996764]]",[7.22953698 1.75210457],0.9150695,[[2.87318102 0.4148174 ]],1.2318764,False,True,False,REFERENCE_STIM_933,inf,inf,False,False,False,False,False,False,False,False,True,0,933,inf,CRD009b,A1
